0,1,2,3,4,5,6,7,8,9,10
838.0,1200.0,1159.0,1051.0,1092.0,558.0,965.0,990.0,991.0,1008.0,963.0
1200.0,1159.0,1051.0,1092.0,558.0,965.0,990.0,991.0,1008.0,963.0,1078.0
1159.0,1051.0,1092.0,558.0,965.0,990.0,991.0,1008.0,963.0,1078.0,896.0
1051.0,1092.0,558.0,965.0,990.0,991.0,1008.0,963.0,1078.0,896.0,612.0
1092.0,558.0,965.0,990.0,991.0,1008.0,963.0,1078.0,896.0,612.0,862.0
558.0,965.0,990.0,991.0,1008.0,963.0,1078.0,896.0,612.0,862.0,144.0
965.0,990.0,991.0,1008.0,963.0,1078.0,896.0,612.0,862.0,144.0,766.0
990.0,991.0,1008.0,963.0,1078.0,896.0,612.0,862.0,144.0,766.0,844.0
991.0,1008.0,963.0,1078.0,896.0,612.0,862.0,144.0,766.0,844.0,936.0
1008.0,963.0,1078.0,896.0,612.0,862.0,144.0,766.0,844.0,936.0,963.0
963.0,1078.0,896.0,612.0,862.0,144.0,766.0,844.0,936.0,963.0,914.0
1078.0,896.0,612.0,862.0,144.0,766.0,844.0,936.0,963.0,914.0,931.0
896.0,612.0,862.0,144.0,766.0,844.0,936.0,963.0,914.0,931.0,903.0
612.0,862.0,144.0,766.0,844.0,936.0,963.0,914.0,931.0,903.0,839.0
862.0,144.0,766.0,844.0,936.0,963.0,914.0,931.0,903.0,839.0,928.0
144.0,766.0,844.0,936.0,963.0,914.0,931.0,903.0,839.0,928.0,967.0
766.0,844.0,936.0,963.0,914.0,931.0,903.0,839.0,928.0,967.0,945.0
844.0,936.0,963.0,914.0,931.0,903.0,839.0,928.0,967.0,945.0,675.0
936.0,963.0,914.0,931.0,903.0,839.0,928.0,967.0,945.0,675.0,775.0
963.0,914.0,931.0,903.0,839.0,928.0,967.0,945.0,675.0,775.0,935.0
914.0,931.0,903.0,839.0,928.0,967.0,945.0,675.0,775.0,935.0,855.0
931.0,903.0,839.0,928.0,967.0,945.0,675.0,775.0,935.0,855.0,1032.0
903.0,839.0,928.0,967.0,945.0,675.0,775.0,935.0,855.0,1032.0,965.0
839.0,928.0,967.0,945.0,675.0,775.0,935.0,855.0,1032.0,965.0,418.0
928.0,967.0,945.0,675.0,775.0,935.0,855.0,1032.0,965.0,418.0,702.0
967.0,945.0,675.0,775.0,935.0,855.0,1032.0,965.0,418.0,702.0,780.0
945.0,675.0,775.0,935.0,855.0,1032.0,965.0,418.0,702.0,780.0,842.0
675.0,775.0,935.0,855.0,1032.0,965.0,418.0,702.0,780.0,842.0,810.0
775.0,935.0,855.0,1032.0,965.0,418.0,702.0,780.0,842.0,810.0,636.0
935.0,855.0,1032.0,965.0,418.0,702.0,780.0,842.0,810.0,636.0,370.0
855.0,1032.0,965.0,418.0,702.0,780.0,842.0,810.0,636.0,370.0,590.0
1032.0,965.0,418.0,702.0,780.0,842.0,810.0,636.0,370.0,590.0,344.0
965.0,418.0,702.0,780.0,842.0,810.0,636.0,370.0,590.0,344.0,642.0
418.0,702.0,780.0,842.0,810.0,636.0,370.0,590.0,344.0,642.0,706.0
702.0,780.0,842.0,810.0,636.0,370.0,590.0,344.0,642.0,706.0,706.0
780.0,842.0,810.0,636.0,370.0,590.0,344.0,642.0,706.0,706.0,889.0
842.0,810.0,636.0,370.0,590.0,344.0,642.0,706.0,706.0,889.0,670.0
810.0,636.0,370.0,590.0,344.0,642.0,706.0,706.0,889.0,670.0,831.0
636.0,370.0,590.0,344.0,642.0,706.0,706.0,889.0,670.0,831.0,857.0
370.0,590.0,344.0,642.0,706.0,706.0,889.0,670.0,831.0,857.0,906.0
590.0,344.0,642.0,706.0,706.0,889.0,670.0,831.0,857.0,906.0,831.0
344.0,642.0,706.0,706.0,889.0,670.0,831.0,857.0,906.0,831.0,802.0
642.0,706.0,706.0,889.0,670.0,831.0,857.0,906.0,831.0,802.0,877.0
706.0,706.0,889.0,670.0,831.0,857.0,906.0,831.0,802.0,877.0,597.0
706.0,889.0,670.0,831.0,857.0,906.0,831.0,802.0,877.0,597.0,162.0
889.0,670.0,831.0,857.0,906.0,831.0,802.0,877.0,597.0,162.0,764.0
670.0,831.0,857.0,906.0,831.0,802.0,877.0,597.0,162.0,764.0,833.0
831.0,857.0,906.0,831.0,802.0,877.0,597.0,162.0,764.0,833.0,734.0
857.0,906.0,831.0,802.0,877.0,597.0,162.0,764.0,833.0,734.0,631.0
906.0,831.0,802.0,877.0,597.0,162.0,764.0,833.0,734.0,631.0,761.0
831.0,802.0,877.0,597.0,162.0,764.0,833.0,734.0,631.0,761.0,810.0
802.0,877.0,597.0,162.0,764.0,833.0,734.0,631.0,761.0,810.0,860.0
877.0,597.0,162.0,764.0,833.0,734.0,631.0,761.0,810.0,860.0,853.0
597.0,162.0,764.0,833.0,734.0,631.0,761.0,810.0,860.0,853.0,823.0
162.0,764.0,833.0,734.0,631.0,761.0,810.0,860.0,853.0,823.0,630.0
764.0,833.0,734.0,631.0,761.0,810.0,860.0,853.0,823.0,630.0,559.0
833.0,734.0,631.0,761.0,810.0,860.0,853.0,823.0,630.0,559.0,783.0
734.0,631.0,761.0,810.0,860.0,853.0,823.0,630.0,559.0,783.0,863.0
631.0,761.0,810.0,860.0,853.0,823.0,630.0,559.0,783.0,863.0,612.0
761.0,810.0,860.0,853.0,823.0,630.0,559.0,783.0,863.0,612.0,706.0
810.0,860.0,853.0,823.0,630.0,559.0,783.0,863.0,612.0,706.0,508.0
860.0,853.0,823.0,630.0,559.0,783.0,863.0,612.0,706.0,508.0,233.0
853.0,823.0,630.0,559.0,783.0,863.0,612.0,706.0,508.0,233.0,173.0
823.0,630.0,559.0,783.0,863.0,612.0,706.0,508.0,233.0,173.0,303.0
630.0,559.0,783.0,863.0,612.0,706.0,508.0,233.0,173.0,303.0,267.0
559.0,783.0,863.0,612.0,706.0,508.0,233.0,173.0,303.0,267.0,529.0
783.0,863.0,612.0,706.0,508.0,233.0,173.0,303.0,267.0,529.0,557.0
863.0,612.0,706.0,508.0,233.0,173.0,303.0,267.0,529.0,557.0,690.0
612.0,706.0,508.0,233.0,173.0,303.0,267.0,529.0,557.0,690.0,572.0
706.0,508.0,233.0,173.0,303.0,267.0,529.0,557.0,690.0,572.0,528.0
508.0,233.0,173.0,303.0,267.0,529.0,557.0,690.0,572.0,528.0,449.0
233.0,173.0,303.0,267.0,529.0,557.0,690.0,572.0,528.0,449.0,514.0
173.0,303.0,267.0,529.0,557.0,690.0,572.0,528.0,449.0,514.0,545.0
303.0,267.0,529.0,557.0,690.0,572.0,528.0,449.0,514.0,545.0,753.0
267.0,529.0,557.0,690.0,572.0,528.0,449.0,514.0,545.0,753.0,943.0
529.0,557.0,690.0,572.0,528.0,449.0,514.0,545.0,753.0,943.0,1040.0
557.0,690.0,572.0,528.0,449.0,514.0,545.0,753.0,943.0,1040.0,788.0
690.0,572.0,528.0,449.0,514.0,545.0,753.0,943.0,1040.0,788.0,546.0
572.0,528.0,449.0,514.0,545.0,753.0,943.0,1040.0,788.0,546.0,828.0
528.0,449.0,514.0,545.0,753.0,943.0,1040.0,788.0,546.0,828.0,501.0
449.0,514.0,545.0,753.0,943.0,1040.0,788.0,546.0,828.0,501.0,942.0
514.0,545.0,753.0,943.0,1040.0,788.0,546.0,828.0,501.0,942.0,739.0
545.0,753.0,943.0,1040.0,788.0,546.0,828.0,501.0,942.0,739.0,573.0
753.0,943.0,1040.0,788.0,546.0,828.0,501.0,942.0,739.0,573.0,532.0
943.0,1040.0,788.0,546.0,828.0,501.0,942.0,739.0,573.0,532.0,529.0
1040.0,788.0,546.0,828.0,501.0,942.0,739.0,573.0,532.0,529.0,675.0
788.0,546.0,828.0,501.0,942.0,739.0,573.0,532.0,529.0,675.0,776.0
546.0,828.0,501.0,942.0,739.0,573.0,532.0,529.0,675.0,776.0,757.0
828.0,501.0,942.0,739.0,573.0,532.0,529.0,675.0,776.0,757.0,727.0
501.0,942.0,739.0,573.0,532.0,529.0,675.0,776.0,757.0,727.0,299.0
942.0,739.0,573.0,532.0,529.0,675.0,776.0,757.0,727.0,299.0,455.0
739.0,573.0,532.0,529.0,675.0,776.0,757.0,727.0,299.0,455.0,559.0
573.0,532.0,529.0,675.0,776.0,757.0,727.0,299.0,455.0,559.0,998.0
532.0,529.0,675.0,776.0,757.0,727.0,299.0,455.0,559.0,998.0,982.0
529.0,675.0,776.0,757.0,727.0,299.0,455.0,559.0,998.0,982.0,937.0
675.0,776.0,757.0,727.0,299.0,455.0,559.0,998.0,982.0,937.0,795.0
776.0,757.0,727.0,299.0,455.0,559.0,998.0,982.0,937.0,795.0,925.0
757.0,727.0,299.0,455.0,559.0,998.0,982.0,937.0,795.0,925.0,746.0
727.0,299.0,455.0,559.0,998.0,982.0,937.0,795.0,925.0,746.0,834.0
299.0,455.0,559.0,998.0,982.0,937.0,795.0,925.0,746.0,834.0,1037.0
455.0,559.0,998.0,982.0,937.0,795.0,925.0,746.0,834.0,1037.0,1053.0
559.0,998.0,982.0,937.0,795.0,925.0,746.0,834.0,1037.0,1053.0,865.0
998.0,982.0,937.0,795.0,925.0,746.0,834.0,1037.0,1053.0,865.0,955.0
982.0,937.0,795.0,925.0,746.0,834.0,1037.0,1053.0,865.0,955.0,651.0
937.0,795.0,925.0,746.0,834.0,1037.0,1053.0,865.0,955.0,651.0,678.0
795.0,925.0,746.0,834.0,1037.0,1053.0,865.0,955.0,651.0,678.0,870.0
925.0,746.0,834.0,1037.0,1053.0,865.0,955.0,651.0,678.0,870.0,1006.0
746.0,834.0,1037.0,1053.0,865.0,955.0,651.0,678.0,870.0,1006.0,644.0
834.0,1037.0,1053.0,865.0,955.0,651.0,678.0,870.0,1006.0,644.0,881.0
1037.0,1053.0,865.0,955.0,651.0,678.0,870.0,1006.0,644.0,881.0,881.0
1053.0,865.0,955.0,651.0,678.0,870.0,1006.0,644.0,881.0,881.0,499.0
865.0,955.0,651.0,678.0,870.0,1006.0,644.0,881.0,881.0,499.0,352.0
955.0,651.0,678.0,870.0,1006.0,644.0,881.0,881.0,499.0,352.0,787.0
651.0,678.0,870.0,1006.0,644.0,881.0,881.0,499.0,352.0,787.0,902.0
678.0,870.0,1006.0,644.0,881.0,881.0,499.0,352.0,787.0,902.0,959.0
870.0,1006.0,644.0,881.0,881.0,499.0,352.0,787.0,902.0,959.0,691.0
1006.0,644.0,881.0,881.0,499.0,352.0,787.0,902.0,959.0,691.0,955.0
644.0,881.0,881.0,499.0,352.0,787.0,902.0,959.0,691.0,955.0,993.0
881.0,881.0,499.0,352.0,787.0,902.0,959.0,691.0,955.0,993.0,618.0
881.0,499.0,352.0,787.0,902.0,959.0,691.0,955.0,993.0,618.0,720.0
499.0,352.0,787.0,902.0,959.0,691.0,955.0,993.0,618.0,720.0,869.0
352.0,787.0,902.0,959.0,691.0,955.0,993.0,618.0,720.0,869.0,1098.0
787.0,902.0,959.0,691.0,955.0,993.0,618.0,720.0,869.0,1098.0,1164.0
902.0,959.0,691.0,955.0,993.0,618.0,720.0,869.0,1098.0,1164.0,802.0
959.0,691.0,955.0,993.0,618.0,720.0,869.0,1098.0,1164.0,802.0,628.0
691.0,955.0,993.0,618.0,720.0,869.0,1098.0,1164.0,802.0,628.0,779.0
955.0,993.0,618.0,720.0,869.0,1098.0,1164.0,802.0,628.0,779.0,994.0
993.0,618.0,720.0,869.0,1098.0,1164.0,802.0,628.0,779.0,994.0,1003.0
618.0,720.0,869.0,1098.0,1164.0,802.0,628.0,779.0,994.0,1003.0,422.0
720.0,869.0,1098.0,1164.0,802.0,628.0,779.0,994.0,1003.0,422.0,1148.0
869.0,1098.0,1164.0,802.0,628.0,779.0,994.0,1003.0,422.0,1148.0,735.0
1098.0,1164.0,802.0,628.0,779.0,994.0,1003.0,422.0,1148.0,735.0,935.0
1164.0,802.0,628.0,779.0,994.0,1003.0,422.0,1148.0,735.0,935.0,787.0
802.0,628.0,779.0,994.0,1003.0,422.0,1148.0,735.0,935.0,787.0,767.0
628.0,779.0,994.0,1003.0,422.0,1148.0,735.0,935.0,787.0,767.0,910.0
779.0,994.0,1003.0,422.0,1148.0,735.0,935.0,787.0,767.0,910.0,1131.0
994.0,1003.0,422.0,1148.0,735.0,935.0,787.0,767.0,910.0,1131.0,1238.0
1003.0,422.0,1148.0,735.0,935.0,787.0,767.0,910.0,1131.0,1238.0,1051.0
422.0,1148.0,735.0,935.0,787.0,767.0,910.0,1131.0,1238.0,1051.0,947.0
1148.0,735.0,935.0,787.0,767.0,910.0,1131.0,1238.0,1051.0,947.0,1130.0
735.0,935.0,787.0,767.0,910.0,1131.0,1238.0,1051.0,947.0,1130.0,1219.0
935.0,787.0,767.0,910.0,1131.0,1238.0,1051.0,947.0,1130.0,1219.0,1345.0
787.0,767.0,910.0,1131.0,1238.0,1051.0,947.0,1130.0,1219.0,1345.0,1452.0
767.0,910.0,1131.0,1238.0,1051.0,947.0,1130.0,1219.0,1345.0,1452.0,1424.0
910.0,1131.0,1238.0,1051.0,947.0,1130.0,1219.0,1345.0,1452.0,1424.0,1007.0
1131.0,1238.0,1051.0,947.0,1130.0,1219.0,1345.0,1452.0,1424.0,1007.0,1802.0
1238.0,1051.0,947.0,1130.0,1219.0,1345.0,1452.0,1424.0,1007.0,1802.0,1355.0
1051.0,947.0,1130.0,1219.0,1345.0,1452.0,1424.0,1007.0,1802.0,1355.0,1415.0
947.0,1130.0,1219.0,1345.0,1452.0,1424.0,1007.0,1802.0,1355.0,1415.0,1401.0
1130.0,1219.0,1345.0,1452.0,1424.0,1007.0,1802.0,1355.0,1415.0,1401.0,1433.0
1219.0,1345.0,1452.0,1424.0,1007.0,1802.0,1355.0,1415.0,1401.0,1433.0,1580.0
1345.0,1452.0,1424.0,1007.0,1802.0,1355.0,1415.0,1401.0,1433.0,1580.0,1923.0
1452.0,1424.0,1007.0,1802.0,1355.0,1415.0,1401.0,1433.0,1580.0,1923.0,776.0
1424.0,1007.0,1802.0,1355.0,1415.0,1401.0,1433.0,1580.0,1923.0,776.0,1149.0
1007.0,1802.0,1355.0,1415.0,1401.0,1433.0,1580.0,1923.0,776.0,1149.0,1278.0
1802.0,1355.0,1415.0,1401.0,1433.0,1580.0,1923.0,776.0,1149.0,1278.0,1173.0
1355.0,1415.0,1401.0,1433.0,1580.0,1923.0,776.0,1149.0,1278.0,1173.0,1311.0
1415.0,1401.0,1433.0,1580.0,1923.0,776.0,1149.0,1278.0,1173.0,1311.0,1411.0
1401.0,1433.0,1580.0,1923.0,776.0,1149.0,1278.0,1173.0,1311.0,1411.0,1256.0
1433.0,1580.0,1923.0,776.0,1149.0,1278.0,1173.0,1311.0,1411.0,1256.0,1434.0
1580.0,1923.0,776.0,1149.0,1278.0,1173.0,1311.0,1411.0,1256.0,1434.0,1389.0
1923.0,776.0,1149.0,1278.0,1173.0,1311.0,1411.0,1256.0,1434.0,1389.0,1365.0
776.0,1149.0,1278.0,1173.0,1311.0,1411.0,1256.0,1434.0,1389.0,1365.0,1558.0
1149.0,1278.0,1173.0,1311.0,1411.0,1256.0,1434.0,1389.0,1365.0,1558.0,1480.0
1278.0,1173.0,1311.0,1411.0,1256.0,1434.0,1389.0,1365.0,1558.0,1480.0,1485.0
1173.0,1311.0,1411.0,1256.0,1434.0,1389.0,1365.0,1558.0,1480.0,1485.0,1486.0
1311.0,1411.0,1256.0,1434.0,1389.0,1365.0,1558.0,1480.0,1485.0,1486.0,1577.0
1411.0,1256.0,1434.0,1389.0,1365.0,1558.0,1480.0,1485.0,1486.0,1577.0,1189.0
1256.0,1434.0,1389.0,1365.0,1558.0,1480.0,1485.0,1486.0,1577.0,1189.0,1285.0
1434.0,1389.0,1365.0,1558.0,1480.0,1485.0,1486.0,1577.0,1189.0,1285.0,1361.0
1389.0,1365.0,1558.0,1480.0,1485.0,1486.0,1577.0,1189.0,1285.0,1361.0,1118.0
1365.0,1558.0,1480.0,1485.0,1486.0,1577.0,1189.0,1285.0,1361.0,1118.0,1244.0
1558.0,1480.0,1485.0,1486.0,1577.0,1189.0,1285.0,1361.0,1118.0,1244.0,1472.0
1480.0,1485.0,1486.0,1577.0,1189.0,1285.0,1361.0,1118.0,1244.0,1472.0,1716.0
1485.0,1486.0,1577.0,1189.0,1285.0,1361.0,1118.0,1244.0,1472.0,1716.0,1640.0
1486.0,1577.0,1189.0,1285.0,1361.0,1118.0,1244.0,1472.0,1716.0,1640.0,1465.0
1577.0,1189.0,1285.0,1361.0,1118.0,1244.0,1472.0,1716.0,1640.0,1465.0,1539.0
1189.0,1285.0,1361.0,1118.0,1244.0,1472.0,1716.0,1640.0,1465.0,1539.0,1004.0
1285.0,1361.0,1118.0,1244.0,1472.0,1716.0,1640.0,1465.0,1539.0,1004.0,1510.0
1361.0,1118.0,1244.0,1472.0,1716.0,1640.0,1465.0,1539.0,1004.0,1510.0,1677.0
1118.0,1244.0,1472.0,1716.0,1640.0,1465.0,1539.0,1004.0,1510.0,1677.0,1524.0
1244.0,1472.0,1716.0,1640.0,1465.0,1539.0,1004.0,1510.0,1677.0,1524.0,236.0
1472.0,1716.0,1640.0,1465.0,1539.0,1004.0,1510.0,1677.0,1524.0,236.0,739.0
1716.0,1640.0,1465.0,1539.0,1004.0,1510.0,1677.0,1524.0,236.0,739.0,1296.0
1640.0,1465.0,1539.0,1004.0,1510.0,1677.0,1524.0,236.0,739.0,1296.0,1425.0
1465.0,1539.0,1004.0,1510.0,1677.0,1524.0,236.0,739.0,1296.0,1425.0,1156.0
1539.0,1004.0,1510.0,1677.0,1524.0,236.0,739.0,1296.0,1425.0,1156.0,1434.0
1004.0,1510.0,1677.0,1524.0,236.0,739.0,1296.0,1425.0,1156.0,1434.0,971.0
1510.0,1677.0,1524.0,236.0,739.0,1296.0,1425.0,1156.0,1434.0,971.0,1450.0
1677.0,1524.0,236.0,739.0,1296.0,1425.0,1156.0,1434.0,971.0,1450.0,1282.0
1524.0,236.0,739.0,1296.0,1425.0,1156.0,1434.0,971.0,1450.0,1282.0,1320.0
236.0,739.0,1296.0,1425.0,1156.0,1434.0,971.0,1450.0,1282.0,1320.0,1419.0
739.0,1296.0,1425.0,1156.0,1434.0,971.0,1450.0,1282.0,1320.0,1419.0,1477.0
1296.0,1425.0,1156.0,1434.0,971.0,1450.0,1282.0,1320.0,1419.0,1477.0,1448.0
1425.0,1156.0,1434.0,971.0,1450.0,1282.0,1320.0,1419.0,1477.0,1448.0,1583.0
1156.0,1434.0,971.0,1450.0,1282.0,1320.0,1419.0,1477.0,1448.0,1583.0,1463.0
1434.0,971.0,1450.0,1282.0,1320.0,1419.0,1477.0,1448.0,1583.0,1463.0,1443.0
971.0,1450.0,1282.0,1320.0,1419.0,1477.0,1448.0,1583.0,1463.0,1443.0,1317.0
1450.0,1282.0,1320.0,1419.0,1477.0,1448.0,1583.0,1463.0,1443.0,1317.0,1085.0
1282.0,1320.0,1419.0,1477.0,1448.0,1583.0,1463.0,1443.0,1317.0,1085.0,1512.0
1320.0,1419.0,1477.0,1448.0,1583.0,1463.0,1443.0,1317.0,1085.0,1512.0,1617.0
1419.0,1477.0,1448.0,1583.0,1463.0,1443.0,1317.0,1085.0,1512.0,1617.0,1709.0
1477.0,1448.0,1583.0,1463.0,1443.0,1317.0,1085.0,1512.0,1617.0,1709.0,1407.0
1448.0,1583.0,1463.0,1443.0,1317.0,1085.0,1512.0,1617.0,1709.0,1407.0,654.0
1583.0,1463.0,1443.0,1317.0,1085.0,1512.0,1617.0,1709.0,1407.0,654.0,1176.0
1463.0,1443.0,1317.0,1085.0,1512.0,1617.0,1709.0,1407.0,654.0,1176.0,1708.0
1443.0,1317.0,1085.0,1512.0,1617.0,1709.0,1407.0,654.0,1176.0,1708.0,1698.0
1317.0,1085.0,1512.0,1617.0,1709.0,1407.0,654.0,1176.0,1708.0,1698.0,1757.0
1085.0,1512.0,1617.0,1709.0,1407.0,654.0,1176.0,1708.0,1698.0,1757.0,1908.0
1512.0,1617.0,1709.0,1407.0,654.0,1176.0,1708.0,1698.0,1757.0,1908.0,1640.0
1617.0,1709.0,1407.0,654.0,1176.0,1708.0,1698.0,1757.0,1908.0,1640.0,1003.0
1709.0,1407.0,654.0,1176.0,1708.0,1698.0,1757.0,1908.0,1640.0,1003.0,1397.0
1407.0,654.0,1176.0,1708.0,1698.0,1757.0,1908.0,1640.0,1003.0,1397.0,1210.0
654.0,1176.0,1708.0,1698.0,1757.0,1908.0,1640.0,1003.0,1397.0,1210.0,1557.0
1176.0,1708.0,1698.0,1757.0,1908.0,1640.0,1003.0,1397.0,1210.0,1557.0,1549.0
1708.0,1698.0,1757.0,1908.0,1640.0,1003.0,1397.0,1210.0,1557.0,1549.0,1503.0
1698.0,1757.0,1908.0,1640.0,1003.0,1397.0,1210.0,1557.0,1549.0,1503.0,1516.0
1757.0,1908.0,1640.0,1003.0,1397.0,1210.0,1557.0,1549.0,1503.0,1516.0,1390.0
1908.0,1640.0,1003.0,1397.0,1210.0,1557.0,1549.0,1503.0,1516.0,1390.0,1321.0
1640.0,1003.0,1397.0,1210.0,1557.0,1549.0,1503.0,1516.0,1390.0,1321.0,1577.0
1003.0,1397.0,1210.0,1557.0,1549.0,1503.0,1516.0,1390.0,1321.0,1577.0,1688.0
1397.0,1210.0,1557.0,1549.0,1503.0,1516.0,1390.0,1321.0,1577.0,1688.0,949.0
1210.0,1557.0,1549.0,1503.0,1516.0,1390.0,1321.0,1577.0,1688.0,949.0,1868.0
1557.0,1549.0,1503.0,1516.0,1390.0,1321.0,1577.0,1688.0,949.0,1868.0,1757.0
1549.0,1503.0,1516.0,1390.0,1321.0,1577.0,1688.0,949.0,1868.0,1757.0,1610.0
1503.0,1516.0,1390.0,1321.0,1577.0,1688.0,949.0,1868.0,1757.0,1610.0,1610.0
1516.0,1390.0,1321.0,1577.0,1688.0,949.0,1868.0,1757.0,1610.0,1610.0,1623.0
1390.0,1321.0,1577.0,1688.0,949.0,1868.0,1757.0,1610.0,1610.0,1623.0,1724.0
1321.0,1577.0,1688.0,949.0,1868.0,1757.0,1610.0,1610.0,1623.0,1724.0,1779.0
1577.0,1688.0,949.0,1868.0,1757.0,1610.0,1610.0,1623.0,1724.0,1779.0,1725.0
1688.0,949.0,1868.0,1757.0,1610.0,1610.0,1623.0,1724.0,1779.0,1725.0,1518.0
949.0,1868.0,1757.0,1610.0,1610.0,1623.0,1724.0,1779.0,1725.0,1518.0,1533.0
1868.0,1757.0,1610.0,1610.0,1623.0,1724.0,1779.0,1725.0,1518.0,1533.0,1144.0
1757.0,1610.0,1610.0,1623.0,1724.0,1779.0,1725.0,1518.0,1533.0,1144.0,1707.0
1610.0,1610.0,1623.0,1724.0,1779.0,1725.0,1518.0,1533.0,1144.0,1707.0,1693.0
1610.0,1623.0,1724.0,1779.0,1725.0,1518.0,1533.0,1144.0,1707.0,1693.0,1763.0
1623.0,1724.0,1779.0,1725.0,1518.0,1533.0,1144.0,1707.0,1693.0,1763.0,1771.0
1724.0,1779.0,1725.0,1518.0,1533.0,1144.0,1707.0,1693.0,1763.0,1771.0,1605.0
1779.0,1725.0,1518.0,1533.0,1144.0,1707.0,1693.0,1763.0,1771.0,1605.0,1173.0
1725.0,1518.0,1533.0,1144.0,1707.0,1693.0,1763.0,1771.0,1605.0,1173.0,1570.0
1518.0,1533.0,1144.0,1707.0,1693.0,1763.0,1771.0,1605.0,1173.0,1570.0,1429.0
1533.0,1144.0,1707.0,1693.0,1763.0,1771.0,1605.0,1173.0,1570.0,1429.0,1358.0
1144.0,1707.0,1693.0,1763.0,1771.0,1605.0,1173.0,1570.0,1429.0,1358.0,1339.0
1707.0,1693.0,1763.0,1771.0,1605.0,1173.0,1570.0,1429.0,1358.0,1339.0,1715.0
1693.0,1763.0,1771.0,1605.0,1173.0,1570.0,1429.0,1358.0,1339.0,1715.0,1585.0
1763.0,1771.0,1605.0,1173.0,1570.0,1429.0,1358.0,1339.0,1715.0,1585.0,1559.0
1771.0,1605.0,1173.0,1570.0,1429.0,1358.0,1339.0,1715.0,1585.0,1559.0,1712.0
1605.0,1173.0,1570.0,1429.0,1358.0,1339.0,1715.0,1585.0,1559.0,1712.0,1687.0
1173.0,1570.0,1429.0,1358.0,1339.0,1715.0,1585.0,1559.0,1712.0,1687.0,1582.0
1570.0,1429.0,1358.0,1339.0,1715.0,1585.0,1559.0,1712.0,1687.0,1582.0,1256.0
1429.0,1358.0,1339.0,1715.0,1585.0,1559.0,1712.0,1687.0,1582.0,1256.0,1308.0
1358.0,1339.0,1715.0,1585.0,1559.0,1712.0,1687.0,1582.0,1256.0,1308.0,1272.0
1339.0,1715.0,1585.0,1559.0,1712.0,1687.0,1582.0,1256.0,1308.0,1272.0,1432.0
1715.0,1585.0,1559.0,1712.0,1687.0,1582.0,1256.0,1308.0,1272.0,1432.0,1532.0
1585.0,1559.0,1712.0,1687.0,1582.0,1256.0,1308.0,1272.0,1432.0,1532.0,1703.0
1559.0,1712.0,1687.0,1582.0,1256.0,1308.0,1272.0,1432.0,1532.0,1703.0,1435.0
1712.0,1687.0,1582.0,1256.0,1308.0,1272.0,1432.0,1532.0,1703.0,1435.0,1428.0
1687.0,1582.0,1256.0,1308.0,1272.0,1432.0,1532.0,1703.0,1435.0,1428.0,1113.0
1582.0,1256.0,1308.0,1272.0,1432.0,1532.0,1703.0,1435.0,1428.0,1113.0,1075.0
1256.0,1308.0,1272.0,1432.0,1532.0,1703.0,1435.0,1428.0,1113.0,1075.0,1511.0
1308.0,1272.0,1432.0,1532.0,1703.0,1435.0,1428.0,1113.0,1075.0,1511.0,1447.0
1272.0,1432.0,1532.0,1703.0,1435.0,1428.0,1113.0,1075.0,1511.0,1447.0,1671.0
1432.0,1532.0,1703.0,1435.0,1428.0,1113.0,1075.0,1511.0,1447.0,1671.0,1713.0
1532.0,1703.0,1435.0,1428.0,1113.0,1075.0,1511.0,1447.0,1671.0,1713.0,1725.0
1703.0,1435.0,1428.0,1113.0,1075.0,1511.0,1447.0,1671.0,1713.0,1725.0,1603.0
1435.0,1428.0,1113.0,1075.0,1511.0,1447.0,1671.0,1713.0,1725.0,1603.0,1387.0
1428.0,1113.0,1075.0,1511.0,1447.0,1671.0,1713.0,1725.0,1603.0,1387.0,1571.0
1113.0,1075.0,1511.0,1447.0,1671.0,1713.0,1725.0,1603.0,1387.0,1571.0,1561.0
1075.0,1511.0,1447.0,1671.0,1713.0,1725.0,1603.0,1387.0,1571.0,1561.0,1314.0
1511.0,1447.0,1671.0,1713.0,1725.0,1603.0,1387.0,1571.0,1561.0,1314.0,1516.0
1447.0,1671.0,1713.0,1725.0,1603.0,1387.0,1571.0,1561.0,1314.0,1516.0,1350.0
1671.0,1713.0,1725.0,1603.0,1387.0,1571.0,1561.0,1314.0,1516.0,1350.0,1026.0
1713.0,1725.0,1603.0,1387.0,1571.0,1561.0,1314.0,1516.0,1350.0,1026.0,1704.0
1725.0,1603.0,1387.0,1571.0,1561.0,1314.0,1516.0,1350.0,1026.0,1704.0,1602.0
1603.0,1387.0,1571.0,1561.0,1314.0,1516.0,1350.0,1026.0,1704.0,1602.0,1746.0
1387.0,1571.0,1561.0,1314.0,1516.0,1350.0,1026.0,1704.0,1602.0,1746.0,1880.0
1571.0,1561.0,1314.0,1516.0,1350.0,1026.0,1704.0,1602.0,1746.0,1880.0,1578.0
1561.0,1314.0,1516.0,1350.0,1026.0,1704.0,1602.0,1746.0,1880.0,1578.0,1588.0
1314.0,1516.0,1350.0,1026.0,1704.0,1602.0,1746.0,1880.0,1578.0,1588.0,1538.0
1516.0,1350.0,1026.0,1704.0,1602.0,1746.0,1880.0,1578.0,1588.0,1538.0,1517.0
1350.0,1026.0,1704.0,1602.0,1746.0,1880.0,1578.0,1588.0,1538.0,1517.0,1634.0
