0,1,2,3,4,5,6,7,8,9,10
1102.0,1128.0,955.0,879.0,998.0,1087.0,1080.0,875.0,955.0,1194.0,891.0
1128.0,955.0,879.0,998.0,1087.0,1080.0,875.0,955.0,1194.0,891.0,1094.0
955.0,879.0,998.0,1087.0,1080.0,875.0,955.0,1194.0,891.0,1094.0,1356.0
879.0,998.0,1087.0,1080.0,875.0,955.0,1194.0,891.0,1094.0,1356.0,1180.0
998.0,1087.0,1080.0,875.0,955.0,1194.0,891.0,1094.0,1356.0,1180.0,815.0
1087.0,1080.0,875.0,955.0,1194.0,891.0,1094.0,1356.0,1180.0,815.0,1072.0
1080.0,875.0,955.0,1194.0,891.0,1094.0,1356.0,1180.0,815.0,1072.0,256.0
875.0,955.0,1194.0,891.0,1094.0,1356.0,1180.0,815.0,1072.0,256.0,997.0
955.0,1194.0,891.0,1094.0,1356.0,1180.0,815.0,1072.0,256.0,997.0,1066.0
1194.0,891.0,1094.0,1356.0,1180.0,815.0,1072.0,256.0,997.0,1066.0,1197.0
891.0,1094.0,1356.0,1180.0,815.0,1072.0,256.0,997.0,1066.0,1197.0,1163.0
1094.0,1356.0,1180.0,815.0,1072.0,256.0,997.0,1066.0,1197.0,1163.0,1176.0
1356.0,1180.0,815.0,1072.0,256.0,997.0,1066.0,1197.0,1163.0,1176.0,1087.0
1180.0,815.0,1072.0,256.0,997.0,1066.0,1197.0,1163.0,1176.0,1087.0,1031.0
815.0,1072.0,256.0,997.0,1066.0,1197.0,1163.0,1176.0,1087.0,1031.0,1136.0
1072.0,256.0,997.0,1066.0,1197.0,1163.0,1176.0,1087.0,1031.0,1136.0,771.0
256.0,997.0,1066.0,1197.0,1163.0,1176.0,1087.0,1031.0,1136.0,771.0,623.0
997.0,1066.0,1197.0,1163.0,1176.0,1087.0,1031.0,1136.0,771.0,623.0,459.0
1066.0,1197.0,1163.0,1176.0,1087.0,1031.0,1136.0,771.0,623.0,459.0,424.0
1197.0,1163.0,1176.0,1087.0,1031.0,1136.0,771.0,623.0,459.0,424.0,815.0
1163.0,1176.0,1087.0,1031.0,1136.0,771.0,623.0,459.0,424.0,815.0,1229.0
1176.0,1087.0,1031.0,1136.0,771.0,623.0,459.0,424.0,815.0,1229.0,1161.0
1087.0,1031.0,1136.0,771.0,623.0,459.0,424.0,815.0,1229.0,1161.0,1084.0
1031.0,1136.0,771.0,623.0,459.0,424.0,815.0,1229.0,1161.0,1084.0,1095.0
1136.0,771.0,623.0,459.0,424.0,815.0,1229.0,1161.0,1084.0,1095.0,1101.0
771.0,623.0,459.0,424.0,815.0,1229.0,1161.0,1084.0,1095.0,1101.0,842.0
623.0,459.0,424.0,815.0,1229.0,1161.0,1084.0,1095.0,1101.0,842.0,1095.0
459.0,424.0,815.0,1229.0,1161.0,1084.0,1095.0,1101.0,842.0,1095.0,1038.0
424.0,815.0,1229.0,1161.0,1084.0,1095.0,1101.0,842.0,1095.0,1038.0,983.0
815.0,1229.0,1161.0,1084.0,1095.0,1101.0,842.0,1095.0,1038.0,983.0,1044.0
1229.0,1161.0,1084.0,1095.0,1101.0,842.0,1095.0,1038.0,983.0,1044.0,837.0
1161.0,1084.0,1095.0,1101.0,842.0,1095.0,1038.0,983.0,1044.0,837.0,1001.0
1084.0,1095.0,1101.0,842.0,1095.0,1038.0,983.0,1044.0,837.0,1001.0,1103.0
1095.0,1101.0,842.0,1095.0,1038.0,983.0,1044.0,837.0,1001.0,1103.0,551.0
1101.0,842.0,1095.0,1038.0,983.0,1044.0,837.0,1001.0,1103.0,551.0,1247.0
842.0,1095.0,1038.0,983.0,1044.0,837.0,1001.0,1103.0,551.0,1247.0,1152.0
1095.0,1038.0,983.0,1044.0,837.0,1001.0,1103.0,551.0,1247.0,1152.0,1065.0
1038.0,983.0,1044.0,837.0,1001.0,1103.0,551.0,1247.0,1152.0,1065.0,948.0
983.0,1044.0,837.0,1001.0,1103.0,551.0,1247.0,1152.0,1065.0,948.0,899.0
1044.0,837.0,1001.0,1103.0,551.0,1247.0,1152.0,1065.0,948.0,899.0,1113.0
837.0,1001.0,1103.0,551.0,1247.0,1152.0,1065.0,948.0,899.0,1113.0,1196.0
1001.0,1103.0,551.0,1247.0,1152.0,1065.0,948.0,899.0,1113.0,1196.0,559.0
1103.0,551.0,1247.0,1152.0,1065.0,948.0,899.0,1113.0,1196.0,559.0,671.0
551.0,1247.0,1152.0,1065.0,948.0,899.0,1113.0,1196.0,559.0,671.0,821.0
1247.0,1152.0,1065.0,948.0,899.0,1113.0,1196.0,559.0,671.0,821.0,1025.0
1152.0,1065.0,948.0,899.0,1113.0,1196.0,559.0,671.0,821.0,1025.0,1110.0
1065.0,948.0,899.0,1113.0,1196.0,559.0,671.0,821.0,1025.0,1110.0,1096.0
948.0,899.0,1113.0,1196.0,559.0,671.0,821.0,1025.0,1110.0,1096.0,1147.0
899.0,1113.0,1196.0,559.0,671.0,821.0,1025.0,1110.0,1096.0,1147.0,1244.0
1113.0,1196.0,559.0,671.0,821.0,1025.0,1110.0,1096.0,1147.0,1244.0,1268.0
1196.0,559.0,671.0,821.0,1025.0,1110.0,1096.0,1147.0,1244.0,1268.0,1177.0
559.0,671.0,821.0,1025.0,1110.0,1096.0,1147.0,1244.0,1268.0,1177.0,1049.0
671.0,821.0,1025.0,1110.0,1096.0,1147.0,1244.0,1268.0,1177.0,1049.0,556.0
821.0,1025.0,1110.0,1096.0,1147.0,1244.0,1268.0,1177.0,1049.0,556.0,670.0
1025.0,1110.0,1096.0,1147.0,1244.0,1268.0,1177.0,1049.0,556.0,670.0,838.0
1110.0,1096.0,1147.0,1244.0,1268.0,1177.0,1049.0,556.0,670.0,838.0,1200.0
1096.0,1147.0,1244.0,1268.0,1177.0,1049.0,556.0,670.0,838.0,1200.0,1159.0
1147.0,1244.0,1268.0,1177.0,1049.0,556.0,670.0,838.0,1200.0,1159.0,1051.0
1244.0,1268.0,1177.0,1049.0,556.0,670.0,838.0,1200.0,1159.0,1051.0,1092.0
1268.0,1177.0,1049.0,556.0,670.0,838.0,1200.0,1159.0,1051.0,1092.0,558.0
1177.0,1049.0,556.0,670.0,838.0,1200.0,1159.0,1051.0,1092.0,558.0,965.0
1049.0,556.0,670.0,838.0,1200.0,1159.0,1051.0,1092.0,558.0,965.0,990.0
556.0,670.0,838.0,1200.0,1159.0,1051.0,1092.0,558.0,965.0,990.0,991.0
670.0,838.0,1200.0,1159.0,1051.0,1092.0,558.0,965.0,990.0,991.0,1008.0
